"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","resale_price","unit_price","full_address"
"6682","2020-06","BUKIT MERAH","3 ROOM","105","HENDERSON CRES","19 TO 21",65,"Improved",1975,"53 years 08 months",3e+05,4615.38461538462,"105 HENDERSON CRES Singapore"
"6683","2020-06","BUKIT MERAH","3 ROOM","28","HOY FATT RD","07 TO 09",60,"Standard",1967,"46 years 02 months",2e+05,3333.33333333333,"28 HOY FATT RD Singapore"
"6684","2020-06","BUKIT MERAH","3 ROOM","107","JLN BT MERAH","04 TO 06",63,"Standard",1970,"48 years 09 months",234000,3714.28571428571,"107 JLN BT MERAH Singapore"
"6685","2020-06","BUKIT MERAH","3 ROOM","107","JLN BT MERAH","01 TO 03",63,"Standard",1970,"48 years 09 months",240000,3809.52380952381,"107 JLN BT MERAH Singapore"
"6686","2020-06","BUKIT MERAH","3 ROOM","132","JLN BT MERAH","04 TO 06",59,"Improved",1975,"54 years 01 month",245000,4152.54237288136,"132 JLN BT MERAH Singapore"
"6687","2020-06","BUKIT MERAH","3 ROOM","2","JLN BT MERAH","07 TO 09",63,"Improved",1975,"54 years 01 month",274000,4349.20634920635,"2 JLN BT MERAH Singapore"
"6688","2020-06","BUKIT MERAH","3 ROOM","26A","JLN MEMBINA","01 TO 03",60,"Model A",2008,"87 years 08 months",435000,7250,"26A JLN MEMBINA Singapore"
"6689","2020-06","BUKIT MERAH","3 ROOM","26D","JLN MEMBINA","13 TO 15",60,"Model A",2009,"87 years 08 months",564000,9400,"26D JLN MEMBINA Singapore"
"6690","2020-06","BUKIT MERAH","3 ROOM","10","JLN RUMAH TINGGI","04 TO 06",71,"New Generation",1988,"67 years 03 months",360000,5070.42253521127,"10 JLN RUMAH TINGGI Singapore"
"6691","2020-06","BUKIT MERAH","3 ROOM","37","JLN RUMAH TINGGI","04 TO 06",53,"Standard",1969,"48 years 03 months",225000,4245.28301886792,"37 JLN RUMAH TINGGI Singapore"
"6692","2020-06","BUKIT MERAH","3 ROOM","37","LIM LIAK ST","04 TO 06",88,"Standard",1974,"52 years 09 months",580000,6590.90909090909,"37 LIM LIAK ST Singapore"
"6693","2020-06","BUKIT MERAH","3 ROOM","50","MOH GUAN TER","04 TO 06",88,"Standard",1973,"51 years 09 months",580000,6590.90909090909,"50 MOH GUAN TER Singapore"
"6694","2020-06","BUKIT MERAH","3 ROOM","46","SENG POH RD","01 TO 03",88,"Standard",1973,"51 years 09 months",625000,7102.27272727273,"46 SENG POH RD Singapore"
"6695","2020-06","BUKIT MERAH","3 ROOM","12","TAMAN HO SWEE","04 TO 06",54,"Standard",1970,"48 years 08 months",245000,4537.03703703704,"12 TAMAN HO SWEE Singapore"
"6696","2020-06","BUKIT MERAH","3 ROOM","20","TELOK BLANGAH CRES","16 TO 18",76,"Improved",1975,"53 years 11 months",335000,4407.8947368421,"20 TELOK BLANGAH CRES Singapore"
"6697","2020-06","BUKIT MERAH","3 ROOM","18","TELOK BLANGAH CRES","10 TO 12",76,"Improved",1975,"54 years",360000,4736.84210526316,"18 TELOK BLANGAH CRES Singapore"
"6698","2020-06","BUKIT MERAH","3 ROOM","5","TELOK BLANGAH CRES","10 TO 12",66,"Improved",1983,"62 years",290000,4393.93939393939,"5 TELOK BLANGAH CRES Singapore"
"6699","2020-06","BUKIT MERAH","3 ROOM","55","TELOK BLANGAH DR","10 TO 12",73,"New Generation",1978,"56 years 10 months",345000,4726.02739726027,"55 TELOK BLANGAH DR Singapore"
"6700","2020-06","BUKIT MERAH","3 ROOM","44","TELOK BLANGAH DR","07 TO 09",65,"Improved",1976,"54 years 09 months",308000,4738.46153846154,"44 TELOK BLANGAH DR Singapore"
"6701","2020-06","BUKIT MERAH","3 ROOM","61","TELOK BLANGAH HTS","04 TO 06",67,"New Generation",1976,"55 years 05 months",352000,5253.73134328358,"61 TELOK BLANGAH HTS Singapore"
"6702","2020-06","BUKIT MERAH","3 ROOM","42","TELOK BLANGAH RISE","10 TO 12",59,"Improved",1976,"55 years",275000,4661.01694915254,"42 TELOK BLANGAH RISE Singapore"
"6703","2020-06","BUKIT MERAH","3 ROOM","42","TELOK BLANGAH RISE","07 TO 09",59,"Improved",1976,"55 years",270000,4576.27118644068,"42 TELOK BLANGAH RISE Singapore"
"6704","2020-06","BUKIT MERAH","3 ROOM","32","TELOK BLANGAH RISE","10 TO 12",70,"Improved",1976,"55 years 01 month",320000,4571.42857142857,"32 TELOK BLANGAH RISE Singapore"
"6705","2020-06","BUKIT MERAH","3 ROOM","80C","TELOK BLANGAH ST 31","25 TO 27",68,"Premium Apartment",2013,"92 years 04 months",620000,9117.64705882353,"80C TELOK BLANGAH ST 31 Singapore"
"6706","2020-06","BUKIT MERAH","3 ROOM","80C","TELOK BLANGAH ST 31","25 TO 27",68,"Premium Apartment",2013,"92 years 03 months",608000,8941.17647058824,"80C TELOK BLANGAH ST 31 Singapore"
"6707","2020-06","BUKIT MERAH","4 ROOM","10A","BOON TIONG RD","25 TO 27",92,"Model A",2016,"94 years 09 months",1008000,10956.5217391304,"10A BOON TIONG RD Singapore"
"6708","2020-06","BUKIT MERAH","4 ROOM","4B","BOON TIONG RD","07 TO 09",100,"Model A",2005,"84 years 06 months",810000,8100,"4B BOON TIONG RD Singapore"
"6709","2020-06","BUKIT MERAH","4 ROOM","8A","BOON TIONG RD","07 TO 09",100,"Model A",2005,"84 years 05 months",808000,8080,"8A BOON TIONG RD Singapore"
"6710","2020-06","BUKIT MERAH","4 ROOM","11","CANTONMENT CL","28 TO 30",75,"Model A",2002,"81 years 09 months",710000,9466.66666666667,"11 CANTONMENT CL Singapore"
"6711","2020-06","BUKIT MERAH","4 ROOM","11","CANTONMENT CL","10 TO 12",90,"Model A",2002,"81 years 08 months",735000,8166.66666666667,"11 CANTONMENT CL Singapore"
"6712","2020-06","BUKIT MERAH","4 ROOM","103A","DEPOT RD","07 TO 09",100,"Model A",2002,"81 years 01 month",590000,5900,"103A DEPOT RD Singapore"
"6713","2020-06","BUKIT MERAH","4 ROOM","54","HAVELOCK RD","01 TO 03",94,"Model A",2013,"92 years 01 month",688888,7328.59574468085,"54 HAVELOCK RD Singapore"
"6714","2020-06","BUKIT MERAH","4 ROOM","50","HOY FATT RD","10 TO 12",84,"Simplified",1987,"65 years 09 months",500888,5962.95238095238,"50 HOY FATT RD Singapore"
"6715","2020-06","BUKIT MERAH","4 ROOM","135","JLN BT MERAH","07 TO 09",107,"Model A",1997,"75 years 08 months",615000,5747.66355140187,"135 JLN BT MERAH Singapore"
"6716","2020-06","BUKIT MERAH","4 ROOM","21","JLN MEMBINA","07 TO 09",85,"Model A",2003,"82 years 05 months",680000,8000,"21 JLN MEMBINA Singapore"
"6717","2020-06","BUKIT MERAH","4 ROOM","26B","JLN MEMBINA","07 TO 09",85,"Model A",2009,"87 years 09 months",668000,7858.82352941176,"26B JLN MEMBINA Singapore"
"6718","2020-06","BUKIT MERAH","4 ROOM","118A","JLN MEMBINA","10 TO 12",91,"Model A",2003,"81 years 09 months",668000,7340.65934065934,"118A JLN MEMBINA Singapore"
"6719","2020-06","BUKIT MERAH","4 ROOM","26D","JLN MEMBINA","10 TO 12",90,"Model A",2009,"87 years 08 months",725000,8055.55555555556,"26D JLN MEMBINA Singapore"
"6720","2020-06","BUKIT MERAH","4 ROOM","40","JLN RUMAH TINGGI","10 TO 12",99,"Model A",1997,"76 years 02 months",617000,6232.32323232323,"40 JLN RUMAH TINGGI Singapore"
"6721","2020-06","BUKIT MERAH","4 ROOM","127D","KIM TIAN RD","19 TO 21",88,"Model A",2013,"91 years 10 months",758000,8613.63636363636,"127D KIM TIAN RD Singapore"
"6722","2020-06","BUKIT MERAH","4 ROOM","129","KIM TIAN RD","16 TO 18",88,"Improved",1976,"54 years 08 months",495000,5625,"129 KIM TIAN RD Singapore"
"6723","2020-06","BUKIT MERAH","4 ROOM","127D","KIM TIAN RD","01 TO 03",88,"Model A",2013,"91 years 09 months",620000,7045.45454545455,"127D KIM TIAN RD Singapore"
"6724","2020-06","BUKIT MERAH","4 ROOM","51","LENGKOK BAHRU","04 TO 06",84,"Simplified",1986,"65 years 07 months",410000,4880.95238095238,"51 LENGKOK BAHRU Singapore"
"6725","2020-06","BUKIT MERAH","4 ROOM","76A","REDHILL RD","22 TO 24",100,"Model A",2005,"84 years 07 months",786000,7860,"76A REDHILL RD Singapore"
"6726","2020-06","BUKIT MERAH","4 ROOM","62","TELOK BLANGAH HTS","10 TO 12",98,"New Generation",1976,"55 years 06 months",485000,4948.97959183673,"62 TELOK BLANGAH HTS Singapore"
"6727","2020-06","BUKIT MERAH","4 ROOM","87","TELOK BLANGAH HTS","07 TO 09",90,"Model A",2003,"82 years",560000,6222.22222222222,"87 TELOK BLANGAH HTS Singapore"
"6728","2020-06","BUKIT MERAH","4 ROOM","87","TELOK BLANGAH HTS","01 TO 03",92,"Model A",2003,"82 years",530000,5760.86956521739,"87 TELOK BLANGAH HTS Singapore"
"6729","2020-06","BUKIT MERAH","5 ROOM","126","BT MERAH VIEW","16 TO 18",140,"Model A",1996,"75 years 04 months",9e+05,6428.57142857143,"126 BT MERAH VIEW Singapore"
"6730","2020-06","BUKIT MERAH","5 ROOM","113","DEPOT RD","04 TO 06",114,"Standard",1976,"55 years 07 months",522000,4578.94736842105,"113 DEPOT RD Singapore"
"6731","2020-06","BUKIT MERAH","5 ROOM","104A","DEPOT RD","04 TO 06",115,"Improved",2000,"79 years 03 months",595000,5173.91304347826,"104A DEPOT RD Singapore"
"6732","2020-06","BUKIT MERAH","5 ROOM","109B","DEPOT RD","22 TO 24",116,"Improved",2006,"84 years 09 months",725000,6250,"109B DEPOT RD Singapore"
"6733","2020-06","BUKIT MERAH","5 ROOM","4","EVERTON PK","10 TO 12",127,"Improved",1980,"59 years 07 months",750000,5905.51181102362,"4 EVERTON PK Singapore"
"6734","2020-06","BUKIT MERAH","5 ROOM","50","HOY FATT RD","10 TO 12",122,"Improved",1987,"65 years 09 months",650000,5327.86885245902,"50 HOY FATT RD Singapore"
"6735","2020-06","BUKIT MERAH","5 ROOM","19","JLN MEMBINA","25 TO 27",110,"Improved",2003,"82 years 06 months",950000,8636.36363636364,"19 JLN MEMBINA Singapore"
"6736","2020-06","BUKIT MERAH","5 ROOM","9","JLN RUMAH TINGGI","10 TO 12",137,"Model A",1984,"63 years 01 month",8e+05,5839.41605839416,"9 JLN RUMAH TINGGI Singapore"
"6737","2020-06","BUKIT MERAH","5 ROOM","36","JLN RUMAH TINGGI","01 TO 03",118,"Improved",1999,"77 years 11 months",580000,4915.25423728814,"36 JLN RUMAH TINGGI Singapore"
"6738","2020-06","BUKIT MERAH","5 ROOM","45","LENGKOK BAHRU","01 TO 03",141,"Model A-Maisonette",1984,"63 years 03 months",812000,5758.86524822695,"45 LENGKOK BAHRU Singapore"
"6739","2020-06","BUKIT MERAH","5 ROOM","48","LENGKOK BAHRU","10 TO 12",122,"Improved",1986,"65 years 03 months",630000,5163.93442622951,"48 LENGKOK BAHRU Singapore"
"6740","2020-06","BUKIT MERAH","5 ROOM","82","REDHILL LANE","04 TO 06",120,"Improved",1996,"75 years 06 months",850000,7083.33333333333,"82 REDHILL LANE Singapore"
"6741","2020-06","BUKIT MERAH","5 ROOM","74A","REDHILL RD","01 TO 03",115,"Improved",2005,"84 years 07 months",725000,6304.34782608696,"74A REDHILL RD Singapore"
"6742","2020-06","BUKIT MERAH","5 ROOM","74A","REDHILL RD","25 TO 27",115,"Improved",2005,"84 years 07 months",890000,7739.13043478261,"74A REDHILL RD Singapore"
"6743","2020-06","BUKIT MERAH","5 ROOM","109","SPOTTISWOODE PK RD","19 TO 21",121,"Standard",1979,"58 years 05 months",728000,6016.52892561983,"109 SPOTTISWOODE PK RD Singapore"
"6744","2020-06","BUKIT MERAH","5 ROOM","52","TELOK BLANGAH DR","07 TO 09",120,"Standard",1978,"56 years 08 months",630000,5250,"52 TELOK BLANGAH DR Singapore"
"6745","2020-06","BUKIT MERAH","5 ROOM","67","TELOK BLANGAH DR","13 TO 15",118,"Standard",1978,"57 years 03 months",605000,5127.1186440678,"67 TELOK BLANGAH DR Singapore"
"6746","2020-06","BUKIT MERAH","5 ROOM","49","TELOK BLANGAH DR","16 TO 18",123,"Standard",1976,"55 years 06 months",630000,5121.9512195122,"49 TELOK BLANGAH DR Singapore"
"6747","2020-06","BUKIT PANJANG","2 ROOM","488","SEGAR RD","10 TO 12",47,"Model A",2014,"93 years 09 months",227500,4840.42553191489,"488 SEGAR RD Singapore"
"6748","2020-06","BUKIT PANJANG","3 ROOM","250","BANGKIT RD","01 TO 03",73,"Model A",1988,"67 years 07 months",250000,3424.65753424658,"250 BANGKIT RD Singapore"
"6749","2020-06","BUKIT PANJANG","3 ROOM","454","FAJAR RD","10 TO 12",68,"Model A",2015,"94 years 09 months",328000,4823.52941176471,"454 FAJAR RD Singapore"
"6750","2020-06","BUKIT PANJANG","3 ROOM","454","FAJAR RD","13 TO 15",68,"Model A",2015,"94 years 08 months",328000,4823.52941176471,"454 FAJAR RD Singapore"
"6751","2020-06","BUKIT PANJANG","3 ROOM","443A","FAJAR RD","01 TO 03",68,"Model A",2016,"95 years 08 months",311000,4573.52941176471,"443A FAJAR RD Singapore"
"6752","2020-06","BUKIT PANJANG","3 ROOM","454","FAJAR RD","13 TO 15",68,"Model A",2015,"94 years 08 months",323500,4757.35294117647,"454 FAJAR RD Singapore"
"6753","2020-06","BUKIT PANJANG","3 ROOM","454","FAJAR RD","01 TO 03",68,"Model A",2015,"94 years 07 months",305000,4485.29411764706,"454 FAJAR RD Singapore"
"6754","2020-06","BUKIT PANJANG","3 ROOM","148","GANGSA RD","04 TO 06",73,"Model A",1988,"67 years 07 months",260000,3561.64383561644,"148 GANGSA RD Singapore"
"6755","2020-06","BUKIT PANJANG","3 ROOM","125","PENDING RD","07 TO 09",73,"Model A",1987,"66 years 06 months",275000,3767.12328767123,"125 PENDING RD Singapore"
"6756","2020-06","BUKIT PANJANG","3 ROOM","232","PENDING RD","07 TO 09",73,"Model A",1987,"66 years 07 months",278000,3808.21917808219,"232 PENDING RD Singapore"
"6757","2020-06","BUKIT PANJANG","3 ROOM","125","PENDING RD","01 TO 03",73,"Model A",1987,"66 years 06 months",275000,3767.12328767123,"125 PENDING RD Singapore"
"6758","2020-06","BUKIT PANJANG","3 ROOM","128","PENDING RD","01 TO 03",73,"Model A",1988,"67 years 02 months",270000,3698.6301369863,"128 PENDING RD Singapore"
"6759","2020-06","BUKIT PANJANG","3 ROOM","206","PETIR RD","07 TO 09",73,"Model A",1989,"67 years 11 months",272000,3726.02739726027,"206 PETIR RD Singapore"
"6760","2020-06","BUKIT PANJANG","3 ROOM","455","SEGAR RD","10 TO 12",68,"Premium Apartment",2012,"91 years 07 months",310000,4558.82352941176,"455 SEGAR RD Singapore"
"6761","2020-06","BUKIT PANJANG","3 ROOM","547D","SEGAR RD","01 TO 03",67,"Model A",2015,"94 years 03 months",295000,4402.98507462687,"547D SEGAR RD Singapore"
"6762","2020-06","BUKIT PANJANG","3 ROOM","548A","SEGAR RD","10 TO 12",67,"Model A",2015,"94 years 08 months",320000,4776.11940298507,"548A SEGAR RD Singapore"
"6763","2020-06","BUKIT PANJANG","3 ROOM","550A","SEGAR RD","10 TO 12",67,"Model A",2015,"94 years 08 months",325000,4850.74626865672,"550A SEGAR RD Singapore"
"6764","2020-06","BUKIT PANJANG","3 ROOM","636A","SENJA RD","10 TO 12",67,"Model A",2015,"94 years 07 months",325000,4850.74626865672,"636A SENJA RD Singapore"
"6765","2020-06","BUKIT PANJANG","3 ROOM","636A","SENJA RD","07 TO 09",67,"Model A",2015,"94 years 07 months",330000,4925.37313432836,"636A SENJA RD Singapore"
"6766","2020-06","BUKIT PANJANG","3 ROOM","636A","SENJA RD","07 TO 09",67,"Model A",2015,"94 years 07 months",323000,4820.89552238806,"636A SENJA RD Singapore"
"6767","2020-06","BUKIT PANJANG","3 ROOM","636A","SENJA RD","07 TO 09",67,"Model A",2015,"94 years 06 months",330000,4925.37313432836,"636A SENJA RD Singapore"
"6768","2020-06","BUKIT PANJANG","3 ROOM","636A","SENJA RD","16 TO 18",67,"Model A",2015,"94 years 06 months",340000,5074.62686567164,"636A SENJA RD Singapore"
"6769","2020-06","BUKIT PANJANG","4 ROOM","257","BANGKIT RD","01 TO 03",104,"Model A",1989,"68 years 03 months",320000,3076.92307692308,"257 BANGKIT RD Singapore"
"6770","2020-06","BUKIT PANJANG","4 ROOM","250","BANGKIT RD","04 TO 06",103,"Model A",1988,"67 years 06 months",323000,3135.92233009709,"250 BANGKIT RD Singapore"
"6771","2020-06","BUKIT PANJANG","4 ROOM","431","BT PANJANG RING RD","10 TO 12",84,"Simplified",1988,"67 years 09 months",3e+05,3571.42857142857,"431 BT PANJANG RING RD Singapore"
"6772","2020-06","BUKIT PANJANG","4 ROOM","541","BT PANJANG RING RD","04 TO 06",101,"Model A",1999,"78 years 02 months",405000,4009.90099009901,"541 BT PANJANG RING RD Singapore"
"6773","2020-06","BUKIT PANJANG","4 ROOM","613","BT PANJANG RING RD","01 TO 03",90,"Model A",2002,"81 years",330000,3666.66666666667,"613 BT PANJANG RING RD Singapore"
"6774","2020-06","BUKIT PANJANG","4 ROOM","434","BT PANJANG RING RD","10 TO 12",108,"Model A",1989,"68 years 03 months",410000,3796.2962962963,"434 BT PANJANG RING RD Singapore"
"6775","2020-06","BUKIT PANJANG","4 ROOM","443A","FAJAR RD","10 TO 12",93,"Model A",2016,"95 years 07 months",460000,4946.23655913978,"443A FAJAR RD Singapore"
"6776","2020-06","BUKIT PANJANG","4 ROOM","420","FAJAR RD","04 TO 06",104,"Model A",1989,"68 years 02 months",335000,3221.15384615385,"420 FAJAR RD Singapore"
"6777","2020-06","BUKIT PANJANG","4 ROOM","443B","FAJAR RD","16 TO 18",93,"Model A",2016,"95 years 06 months",455000,4892.47311827957,"443B FAJAR RD Singapore"
"6778","2020-06","BUKIT PANJANG","4 ROOM","443A","FAJAR RD","07 TO 09",93,"Model A",2016,"95 years 07 months",445000,4784.94623655914,"443A FAJAR RD Singapore"
"6779","2020-06","BUKIT PANJANG","4 ROOM","164","GANGSA RD","01 TO 03",102,"Model A",1998,"77 years 01 month",450000,4411.76470588235,"164 GANGSA RD Singapore"
"6780","2020-06","BUKIT PANJANG","4 ROOM","521","JELAPANG RD","01 TO 03",103,"Model A",1998,"77 years 07 months",320000,3106.79611650485,"521 JELAPANG RD Singapore"
"6781","2020-06","BUKIT PANJANG","4 ROOM","502","JELAPANG RD","04 TO 06",102,"Model A",1998,"76 years 10 months",338000,3313.72549019608,"502 JELAPANG RD Singapore"
"6782","2020-06","BUKIT PANJANG","4 ROOM","509","JELAPANG RD","10 TO 12",90,"Model A2",1998,"77 years 01 month",320000,3555.55555555556,"509 JELAPANG RD Singapore"
"6783","2020-06","BUKIT PANJANG","4 ROOM","502","JELAPANG RD","07 TO 09",101,"Model A",1998,"76 years 10 months",350000,3465.34653465347,"502 JELAPANG RD Singapore"
"6784","2020-06","BUKIT PANJANG","4 ROOM","511","JELAPANG RD","13 TO 15",101,"Model A",1998,"77 years 01 month",335000,3316.83168316832,"511 JELAPANG RD Singapore"
"6785","2020-06","BUKIT PANJANG","4 ROOM","221","PENDING RD","01 TO 03",103,"Model A",1988,"67 years 08 months",338000,3281.55339805825,"221 PENDING RD Singapore"
"6786","2020-06","BUKIT PANJANG","4 ROOM","203","PETIR RD","07 TO 09",108,"Model A",1988,"67 years 07 months",377600,3496.2962962963,"203 PETIR RD Singapore"
"6787","2020-06","BUKIT PANJANG","4 ROOM","167","PETIR RD","13 TO 15",100,"Model A",1998,"77 years 03 months",510000,5100,"167 PETIR RD Singapore"
"6788","2020-06","BUKIT PANJANG","4 ROOM","409","SAUJANA RD","07 TO 09",104,"Model A",1989,"67 years 10 months",326000,3134.61538461538,"409 SAUJANA RD Singapore"
"6789","2020-06","BUKIT PANJANG","4 ROOM","455","SEGAR RD","07 TO 09",93,"Premium Apartment",2012,"91 years 08 months",418000,4494.62365591398,"455 SEGAR RD Singapore"
"6790","2020-06","BUKIT PANJANG","4 ROOM","549B","SEGAR RD","16 TO 18",92,"Model A",2015,"94 years 09 months",423000,4597.82608695652,"549B SEGAR RD Singapore"
"6791","2020-06","BUKIT PANJANG","4 ROOM","550A","SEGAR RD","16 TO 18",92,"Model A",2015,"94 years 09 months",445000,4836.95652173913,"550A SEGAR RD Singapore"
"6792","2020-06","BUKIT PANJANG","4 ROOM","547A","SEGAR RD","16 TO 18",92,"Model A",2015,"94 years 04 months",418000,4543.47826086957,"547A SEGAR RD Singapore"
"6793","2020-06","BUKIT PANJANG","4 ROOM","548A","SEGAR RD","16 TO 18",92,"Model A",2015,"94 years 08 months",460000,5000,"548A SEGAR RD Singapore"
"6794","2020-06","BUKIT PANJANG","4 ROOM","461","SEGAR RD","07 TO 09",93,"Premium Apartment",2015,"94 years 04 months",419000,4505.37634408602,"461 SEGAR RD Singapore"
"6795","2020-06","BUKIT PANJANG","4 ROOM","550A","SEGAR RD","16 TO 18",92,"Model A",2015,"94 years 08 months",445000,4836.95652173913,"550A SEGAR RD Singapore"
"6796","2020-06","BUKIT PANJANG","4 ROOM","459","SEGAR RD","10 TO 12",93,"Premium Apartment",2015,"94 years 04 months",432000,4645.16129032258,"459 SEGAR RD Singapore"
"6797","2020-06","BUKIT PANJANG","4 ROOM","550B","SEGAR RD","07 TO 09",92,"Model A",2015,"94 years 08 months",435000,4728.26086956522,"550B SEGAR RD Singapore"
"6798","2020-06","BUKIT PANJANG","4 ROOM","550A","SEGAR RD","07 TO 09",92,"Model A",2015,"94 years 08 months",408000,4434.78260869565,"550A SEGAR RD Singapore"
"6799","2020-06","BUKIT PANJANG","4 ROOM","455","SEGAR RD","07 TO 09",93,"Premium Apartment",2012,"91 years 07 months",385000,4139.78494623656,"455 SEGAR RD Singapore"
"6800","2020-06","BUKIT PANJANG","4 ROOM","547B","SEGAR RD","04 TO 06",92,"Model A",2015,"94 years 03 months",390000,4239.13043478261,"547B SEGAR RD Singapore"
"6801","2020-06","BUKIT PANJANG","4 ROOM","548A","SEGAR RD","13 TO 15",92,"Model A",2015,"94 years 08 months",455000,4945.65217391304,"548A SEGAR RD Singapore"
"6802","2020-06","BUKIT PANJANG","4 ROOM","457","SEGAR RD","13 TO 15",93,"Premium Apartment",2012,"91 years 06 months",419888,4514.9247311828,"457 SEGAR RD Singapore"
"6803","2020-06","BUKIT PANJANG","4 ROOM","487","SEGAR RD","04 TO 06",93,"Model A",2014,"93 years 07 months",398000,4279.56989247312,"487 SEGAR RD Singapore"
"6804","2020-06","BUKIT PANJANG","4 ROOM","548A","SEGAR RD","10 TO 12",92,"Model A",2015,"94 years 07 months",450000,4891.30434782609,"548A SEGAR RD Singapore"
"6805","2020-06","BUKIT PANJANG","4 ROOM","460","SEGAR RD","07 TO 09",93,"Premium Apartment",2015,"94 years 03 months",435000,4677.41935483871,"460 SEGAR RD Singapore"
"6806","2020-06","BUKIT PANJANG","4 ROOM","546B","SEGAR RD","04 TO 06",92,"Model A",2015,"94 years 03 months",394000,4282.60869565217,"546B SEGAR RD Singapore"
"6807","2020-06","BUKIT PANJANG","4 ROOM","549A","SEGAR RD","13 TO 15",92,"Model A",2015,"94 years 06 months",435000,4728.26086956522,"549A SEGAR RD Singapore"
"6808","2020-06","BUKIT PANJANG","4 ROOM","626","SENJA RD","04 TO 06",93,"Premium Apartment",2005,"84 years",360000,3870.96774193548,"626 SENJA RD Singapore"
